published,ecosystem,fixed,severity
2019-04-08T15:18:40Z,npm,1.0,HIGH
2019-04-30T15:37:27Z,PyPI,1.0,HIGH
2019-04-16T15:10:59Z,Maven,1.0,MODERATE
2019-04-16T15:50:41Z,PyPI,1.0,CRITICAL
2019-04-18T14:28:03Z,NuGet,1.0,CRITICAL
2019-04-30T15:37:17Z,PyPI,1.0,MODERATE
2019-04-23T16:04:36Z,PyPI,1.0,HIGH
2019-04-23T16:03:18Z,Maven,1.0,HIGH
2019-04-09T19:47:29Z,npm,1.0,MODERATE
2019-04-08T15:18:54Z,Maven,1.0,HIGH
2019-04-02T15:36:49Z,Maven,1.0,CRITICAL
2019-04-18T14:27:40Z,PyPI,1.0,HIGH
2019-04-10T14:30:13Z,PyPI,1.0,HIGH
2019-04-26T16:29:11Z,npm,1.0,MODERATE
2019-04-09T19:43:54Z,NuGet,1.0,HIGH
2019-04-11T16:33:17Z,npm,1.0,HIGH
2019-04-18T14:50:19Z,Maven,1.0,MODERATE
2019-04-09T19:43:59Z,NuGet,1.0,HIGH
2019-04-09T19:47:14Z,PyPI,0.0,MODERATE
2019-04-30T15:37:34Z,PyPI,1.0,HIGH
2019-04-24T16:11:30Z,PyPI,1.0,HIGH
2019-04-10T14:31:37Z,PyPI,1.0,MODERATE
2019-04-12T20:42:25Z,PyPI,1.0,MODERATE
2019-04-16T15:50:39Z,PyPI,1.0,HIGH
2019-04-08T15:18:38Z,npm,0.0,HIGH
2019-04-24T16:06:52Z,Maven,1.0,HIGH
2019-04-02T15:47:00Z,Maven,1.0,HIGH
2019-04-09T19:44:37Z,npm,0.0,MODERATE
2019-04-09T19:44:40Z,npm,0.0,MODERATE
2019-04-15T16:19:23Z,Maven,1.0,HIGH
2019-04-09T19:44:03Z,NuGet,1.0,HIGH
2019-04-24T16:07:36Z,Maven,1.0,MODERATE
2019-04-02T15:46:48Z,Maven,1.0,MODERATE
2019-04-04T16:28:47Z,RubyGems,1.0,CRITICAL
2019-04-18T14:27:35Z,Maven,1.0,HIGH
2019-04-22T17:15:40Z,Maven,1.0,MODERATE
2019-04-02T15:46:54Z,PyPI,1.0,MODERATE
2019-04-09T19:44:38Z,npm,0.0,MODERATE
2019-04-09T19:43:29Z,NuGet,1.0,HIGH
2019-05-29T18:04:45Z,npm,1.0,HIGH
2019-05-14T04:01:06Z,Maven,0.0,HIGH
2019-05-14T04:01:27Z,npm,1.0,MODERATE
2019-05-01T18:37:08Z,npm,1.0,MODERATE
2019-05-31T23:46:33Z,npm,1.0,HIGH
2019-05-29T20:25:35Z,npm,1.0,MODERATE
2019-05-29T18:04:55Z,npm,0.0,MODERATE
2019-05-30T17:15:59Z,npm,,HIGH
2019-05-30T17:26:30Z,npm,0.0,LOW
2019-05-31T23:43:09Z,npm,1.0,HIGH
2019-05-29T18:48:11Z,PyPI,1.0,CRITICAL
2019-05-29T18:38:08Z,npm,1.0,MODERATE
2019-05-29T20:24:02Z,npm,1.0,HIGH
2019-05-02T15:21:34Z,Maven,1.0,HIGH
2019-05-23T09:32:24Z,Maven,1.0,HIGH
2019-05-30T17:28:48Z,npm,1.0,HIGH
2019-05-29T19:11:31Z,RubyGems,0.0,HIGH
2019-05-14T04:02:35Z,Maven,1.0,MODERATE
2019-05-29T18:05:03Z,Maven,1.0,CRITICAL
2019-05-29T18:15:50Z,Maven,1.0,HIGH
2019-05-29T20:23:00Z,npm,1.0,HIGH
2019-05-14T04:00:37Z,Maven,1.0,MODERATE
2019-05-14T04:00:31Z,Maven,1.0,MODERATE
2019-05-14T04:02:45Z,npm,1.0,HIGH
2019-05-29T18:54:11Z,Maven,1.0,MODERATE
2019-05-23T08:39:23Z,Maven,1.0,MODERATE
2019-05-30T21:03:24Z,npm,0.0,HIGH
2019-05-14T04:01:37Z,Maven,1.0,LOW
2019-05-31T23:47:27Z,npm,1.0,HIGH
2019-05-29T18:05:11Z,Maven,0.0,HIGH
2019-05-14T04:02:24Z,Maven,0.0,HIGH
2019-05-29T19:18:02Z,npm,1.0,MODERATE
2019-05-30T03:30:42Z,Maven,1.0,MODERATE
2019-05-31T16:09:15Z,Maven,1.0,HIGH
2019-05-31T23:46:40Z,npm,1.0,LOW
2019-05-23T09:27:00Z,npm,1.0,MODERATE
2019-05-01T18:37:31Z,npm,1.0,HIGH
2019-05-30T17:19:34Z,npm,1.0,HIGH
2019-05-23T09:27:22Z,npm,1.0,MODERATE
2019-05-31T23:47:01Z,npm,1.0,HIGH
2019-05-29T18:02:59Z,npm,1.0,MODERATE
2019-05-14T04:00:47Z,Maven,0.0,HIGH
2019-05-01T18:37:18Z,npm,1.0,HIGH
2019-05-30T17:23:28Z,npm,0.0,MODERATE
2019-05-14T04:00:21Z,Maven,1.0,MODERATE
2019-05-23T09:26:20Z,npm,1.0,MODERATE
2019-05-31T23:08:14Z,npm,1.0,HIGH
2019-02-18T23:47:11Z,npm,0.0,HIGH
2019-02-18T23:57:00Z,npm,0.0,HIGH
2019-02-18T23:51:19Z,npm,0.0,HIGH
2019-02-18T23:44:52Z,npm,0.0,HIGH
2019-02-18T23:34:44Z,npm,0.0,HIGH
2019-02-18T23:40:10Z,npm,1.0,HIGH
2019-02-18T23:56:56Z,npm,0.0,HIGH
2019-02-18T23:39:06Z,npm,1.0,HIGH
2019-02-18T23:33:54Z,npm,0.0,HIGH
2019-02-18T23:54:24Z,npm,1.0,CRITICAL
2019-02-18T23:51:59Z,npm,1.0,HIGH
2019-02-18T23:54:09Z,npm,1.0,HIGH
2019-02-18T23:58:24Z,npm,1.0,LOW
2019-02-07T18:18:30Z,PyPI,1.0,MODERATE
2019-02-07T18:14:44Z,npm,0.0,HIGH
2019-02-18T23:51:27Z,npm,0.0,HIGH
2019-02-18T23:35:48Z,npm,1.0,HIGH
2019-02-18T23:33:42Z,npm,0.0,HIGH
2019-02-22T20:54:47Z,RubyGems,1.0,MODERATE
2019-02-12T15:36:35Z,npm,1.0,HIGH
2019-02-18T23:50:32Z,npm,0.0,HIGH
2019-02-18T23:54:18Z,npm,1.0,HIGH
2019-02-18T23:47:05Z,npm,0.0,HIGH
2019-02-18T23:34:05Z,npm,0.0,HIGH
2019-02-18T23:52:27Z,npm,1.0,HIGH
2019-02-18T23:47:13Z,npm,0.0,HIGH
2019-02-07T18:16:48Z,npm,1.0,HIGH
2019-02-12T17:26:07Z,Maven,1.0,MODERATE
2019-02-18T23:56:58Z,npm,1.0,HIGH
2019-02-18T23:52:14Z,npm,1.0,HIGH
2019-02-07T18:16:16Z,npm,1.0,MODERATE
2019-02-18T23:41:54Z,npm,0.0,HIGH
2019-02-18T23:39:13Z,npm,1.0,MODERATE
2019-02-18T23:42:22Z,npm,0.0,HIGH
2019-02-18T23:42:01Z,npm,0.0,HIGH
2019-02-18T23:34:37Z,npm,0.0,HIGH
2019-02-18T23:47:47Z,npm,0.0,HIGH
2019-02-18T23:45:25Z,npm,0.0,HIGH
2019-02-07T18:18:04Z,npm,0.0,HIGH
2019-02-18T23:39:50Z,npm,1.0,MODERATE
2019-02-18T23:47:03Z,npm,0.0,HIGH
2019-02-18T23:34:17Z,npm,0.0,HIGH
2019-02-07T18:14:21Z,npm,1.0,HIGH
2019-02-18T23:40:03Z,npm,1.0,LOW
2019-02-18T23:47:53Z,npm,0.0,HIGH
2019-02-18T23:47:59Z,npm,1.0,HIGH
2019-02-18T23:48:11Z,npm,0.0,HIGH
2019-02-18T23:38:29Z,npm,0.0,MODERATE
2019-02-18T23:44:36Z,npm,0.0,HIGH
2019-02-18T23:58:35Z,npm,1.0,HIGH
2019-02-07T18:02:21Z,PyPI,1.0,MODERATE
2019-02-18T23:54:41Z,npm,0.0,HIGH
2019-02-18T23:54:03Z,npm,1.0,HIGH
2019-02-18T23:47:20Z,npm,0.0,HIGH
2019-02-18T23:33:48Z,npm,0.0,HIGH
2019-02-18T23:50:26Z,npm,0.0,HIGH
2019-02-18T23:45:18Z,npm,0.0,HIGH
2019-02-18T23:58:13Z,npm,1.0,MODERATE
2019-02-07T18:18:22Z,PyPI,1.0,HIGH
2019-02-18T23:44:36Z,npm,0.0,HIGH
2019-02-18T23:44:24Z,npm,0.0,MODERATE
2019-02-18T23:38:38Z,npm,0.0,LOW
2019-02-18T23:54:28Z,npm,1.0,HIGH
2019-02-07T18:17:26Z,npm,1.0,MODERATE
2019-02-18T23:58:29Z,npm,1.0,CRITICAL
2019-02-07T18:14:37Z,npm,1.0,LOW
2019-02-18T23:38:45Z,npm,1.0,HIGH
2019-02-18T23:56:54Z,npm,0.0,HIGH
2019-02-18T23:50:14Z,npm,0.0,HIGH
2019-02-18T23:41:58Z,npm,0.0,HIGH
2019-02-18T23:47:31Z,npm,1.0,HIGH
2019-02-18T23:50:41Z,npm,0.0,HIGH
2019-02-18T23:42:14Z,npm,0.0,HIGH
2019-02-18T23:54:21Z,npm,1.0,HIGH
2019-02-07T18:03:28Z,npm,1.0,MODERATE
2019-02-18T23:50:21Z,npm,1.0,HIGH
2019-02-18T23:44:26Z,npm,0.0,HIGH
2019-02-05T16:25:34Z,RubyGems,1.0,HIGH
2019-02-18T23:44:39Z,npm,0.0,HIGH
2019-02-18T23:34:11Z,npm,0.0,HIGH
2019-02-18T23:57:04Z,npm,0.0,HIGH
2019-02-18T23:54:20Z,npm,1.0,HIGH
2019-02-18T23:40:04Z,npm,1.0,MODERATE
2019-02-18T23:58:20Z,npm,1.0,HIGH
2019-02-18T23:45:03Z,npm,0.0,HIGH
2019-02-18T23:34:24Z,npm,1.0,HIGH
2019-02-18T23:51:14Z,npm,0.0,HIGH
2019-02-18T23:56:47Z,npm,0.0,HIGH
2019-02-18T23:35:18Z,npm,1.0,HIGH
2019-02-18T23:35:23Z,npm,1.0,HIGH
2019-02-18T23:47:06Z,npm,0.0,HIGH
2019-02-18T23:40:19Z,npm,1.0,HIGH
2019-02-18T23:39:11Z,npm,1.0,MODERATE
2019-02-18T23:50:04Z,npm,0.0,HIGH
2019-02-18T23:52:20Z,npm,1.0,HIGH
2019-02-18T23:56:53Z,npm,0.0,HIGH
2019-02-18T23:47:21Z,npm,0.0,HIGH
2019-02-18T23:50:58Z,npm,0.0,HIGH
2019-02-18T23:39:44Z,npm,1.0,HIGH
2019-02-18T23:39:00Z,npm,1.0,CRITICAL
2019-02-18T23:35:10Z,npm,1.0,HIGH
2019-02-18T23:47:09Z,npm,1.0,HIGH
2019-02-18T23:51:52Z,npm,1.0,HIGH
2019-02-18T23:56:42Z,npm,1.0,LOW
2019-02-18T23:50:33Z,npm,0.0,HIGH
2019-02-12T17:26:12Z,Maven,1.0,HIGH
2019-02-18T23:54:34Z,npm,1.0,HIGH
2019-02-18T23:47:37Z,npm,0.0,HIGH
2019-02-18T23:47:26Z,npm,1.0,HIGH
2019-02-18T23:35:32Z,npm,1.0,HIGH
2019-02-18T23:44:33Z,npm,0.0,HIGH
2019-02-07T18:17:34Z,npm,1.0,MODERATE
2019-02-18T23:56:45Z,npm,0.0,HIGH
2019-02-18T23:42:06Z,npm,0.0,HIGH
2019-02-18T23:58:00Z,npm,1.0,LOW
2019-02-18T23:45:10Z,npm,0.0,HIGH
2019-02-18T23:33:30Z,npm,0.0,HIGH
2019-02-18T23:39:39Z,npm,1.0,CRITICAL
2019-02-18T23:58:03Z,npm,0.0,HIGH
2019-02-18T23:44:45Z,npm,0.0,HIGH
2019-02-18T23:44:50Z,npm,0.0,HIGH
2019-02-18T23:42:27Z,npm,1.0,HIGH
2019-02-18T23:47:40Z,npm,0.0,HIGH
2019-02-18T23:35:01Z,npm,0.0,HIGH
2019-02-18T23:45:07Z,npm,0.0,HIGH
2019-02-20T15:40:13Z,npm,1.0,HIGH
2019-02-18T23:39:32Z,npm,1.0,HIGH
2019-02-18T23:34:00Z,npm,0.0,HIGH
2019-02-18T23:48:03Z,npm,0.0,HIGH
2019-02-12T17:26:10Z,npm,1.0,CRITICAL
2019-02-18T23:50:53Z,npm,0.0,MODERATE
2019-02-12T15:36:37Z,PyPI,1.0,HIGH
2019-02-18T23:44:29Z,npm,0.0,HIGH
2019-02-18T23:42:16Z,npm,0.0,HIGH
2019-02-12T15:36:39Z,npm,1.0,HIGH
2019-02-07T18:16:03Z,npm,1.0,HIGH
2019-02-18T23:54:22Z,npm,1.0,HIGH
2019-02-18T23:57:03Z,npm,0.0,HIGH
2019-02-18T23:47:10Z,npm,0.0,HIGH
2019-02-18T23:47:07Z,npm,0.0,HIGH
2019-02-18T23:54:28Z,npm,1.0,MODERATE
2019-02-18T23:45:21Z,npm,0.0,HIGH
2019-02-18T23:45:13Z,npm,0.0,HIGH
2019-02-18T23:57:01Z,npm,0.0,HIGH
2019-02-18T23:40:14Z,npm,0.0,LOW
2019-02-18T23:56:50Z,npm,0.0,HIGH
2019-02-18T23:51:04Z,npm,1.0,HIGH
2019-02-18T23:57:05Z,npm,1.0,HIGH
2019-02-18T23:40:25Z,npm,1.0,HIGH
2019-02-18T23:44:32Z,npm,0.0,HIGH
2019-02-18T23:39:22Z,npm,1.0,MODERATE
2019-02-18T23:44:28Z,npm,0.0,HIGH
2019-02-18T23:42:09Z,npm,0.0,MODERATE
2019-02-18T23:45:11Z,npm,0.0,HIGH
2019-02-18T23:39:55Z,npm,1.0,HIGH
2019-02-07T18:15:44Z,npm,0.0,LOW
2019-02-18T23:54:40Z,npm,,HIGH
2019-02-18T23:54:32Z,npm,1.0,HIGH
2019-02-18T23:56:51Z,npm,0.0,HIGH
2019-02-18T23:56:48Z,npm,0.0,HIGH
2019-02-18T23:52:07Z,npm,1.0,HIGH
2019-02-18T23:54:44Z,npm,0.0,HIGH
2019-02-07T18:17:12Z,npm,1.0,MODERATE
2019-02-07T18:16:38Z,npm,0.0,MODERATE
2019-02-18T23:34:48Z,npm,0.0,HIGH
2019-02-18T23:38:51Z,npm,0.0,HIGH
2019-02-18T23:51:09Z,npm,1.0,HIGH
2019-02-18T23:42:11Z,npm,0.0,HIGH
2019-02-18T23:58:05Z,npm,1.0,HIGH
2019-02-18T23:47:27Z,npm,0.0,HIGH
2019-02-18T23:54:38Z,npm,,HIGH
2019-11-08T20:05:45Z,Packagist,1.0,CRITICAL
2019-11-12T22:58:14Z,Maven,1.0,MODERATE
2019-11-08T17:05:17Z,npm,1.0,CRITICAL
2019-11-12T23:01:05Z,Packagist,0.0,MODERATE
2019-11-14T15:25:51Z,RubyGems,1.0,HIGH
2019-11-12T22:59:47Z,Packagist,1.0,MODERATE
2019-11-15T23:10:35Z,npm,1.0,CRITICAL
2019-11-12T22:59:40Z,Packagist,1.0,MODERATE
2019-11-13T00:32:27Z,Maven,1.0,CRITICAL
2019-11-13T00:32:38Z,Maven,1.0,CRITICAL
2019-11-12T22:59:43Z,Packagist,1.0,MODERATE
2019-11-08T15:28:11Z,Packagist,1.0,MODERATE
2019-11-12T22:58:16Z,Maven,1.0,MODERATE
2019-11-06T17:06:28Z,Maven,1.0,MODERATE
2019-11-20T01:39:57Z,Packagist,1.0,HIGH
2019-11-12T22:58:21Z,Maven,1.0,MODERATE
2019-11-06T17:11:10Z,npm,1.0,CRITICAL
2019-11-08T20:06:24Z,Packagist,1.0,MODERATE
2019-11-18T17:19:03Z,Maven,1.0,HIGH
2019-11-12T23:01:25Z,Packagist,1.0,CRITICAL
2019-11-20T15:29:43Z,npm,1.0,HIGH
2019-11-08T17:07:42Z,PyPI,1.0,MODERATE
2019-11-08T20:05:31Z,Packagist,1.0,MODERATE
2019-11-20T01:38:52Z,Packagist,1.0,HIGH
2019-11-05T23:58:25Z,RubyGems,1.0,LOW
2019-11-12T23:01:50Z,Packagist,1.0,MODERATE
2019-11-08T17:15:11Z,Maven,1.0,MODERATE
2019-11-20T17:44:54Z,Packagist,1.0,CRITICAL
2019-11-20T01:31:31Z,PyPI,1.0,CRITICAL
2019-11-15T23:10:19Z,npm,1.0,CRITICAL
2019-11-12T22:58:11Z,Maven,1.0,MODERATE
2019-11-12T23:01:59Z,Packagist,1.0,MODERATE
2019-11-20T01:38:00Z,Maven,1.0,HIGH
2019-11-08T17:12:59Z,Maven,1.0,CRITICAL
2019-11-20T01:35:53Z,PyPI,1.0,HIGH
2019-11-20T01:33:54Z,Maven,1.0,CRITICAL
2019-11-18T17:16:06Z,NuGet,1.0,MODERATE
2019-11-12T22:59:24Z,Packagist,1.0,MODERATE
2019-11-15T20:26:59Z,RubyGems,1.0,MODERATE
2019-11-22T18:18:03Z,npm,1.0,MODERATE
2019-11-12T22:59:28Z,Packagist,1.0,HIGH
2019-11-12T23:00:53Z,Packagist,1.0,MODERATE
2019-11-08T20:06:08Z,Packagist,1.0,MODERATE
2019-11-20T01:33:05Z,Packagist,1.0,HIGH
2019-11-22T13:45:33Z,npm,1.0,HIGH
2019-11-20T01:37:13Z,PyPI,1.0,CRITICAL
2019-11-12T22:59:32Z,Packagist,1.0,CRITICAL
2019-11-12T23:01:39Z,Packagist,1.0,MODERATE
2019-11-20T01:34:50Z,Packagist,1.0,HIGH
2019-11-18T17:27:31Z,Packagist,1.0,CRITICAL
2019-11-08T17:31:17Z,npm,1.0,HIGH
2019-11-22T13:45:22Z,PyPI,1.0,MODERATE
2019-11-08T20:06:46Z,Packagist,1.0,HIGH
2019-11-29T17:05:59Z,PyPI,1.0,HIGH
2019-10-11T18:43:33Z,Packagist,1.0,HIGH
2019-10-21T21:58:34Z,npm,1.0,CRITICAL
2019-10-04T17:56:12Z,npm,1.0,CRITICAL
2019-10-11T18:43:13Z,Packagist,1.0,HIGH
2019-10-21T21:59:13Z,RubyGems,1.0,MODERATE
2019-10-15T19:27:05Z,npm,1.0,HIGH
2019-10-08T16:30:17Z,PyPI,1.0,HIGH
2019-10-11T18:43:29Z,Packagist,1.0,HIGH
2019-10-25T19:41:34Z,RubyGems,0.0,HIGH
2019-10-11T18:40:38Z,npm,1.0,HIGH
2019-10-11T18:41:44Z,Maven,1.0,MODERATE
2019-10-24T20:46:54Z,PyPI,1.0,HIGH
2019-10-25T13:55:20Z,PyPI,1.0,HIGH
2019-10-25T19:43:16Z,npm,1.0,CRITICAL
2019-10-21T21:58:55Z,npm,1.0,CRITICAL
2019-10-22T14:40:42Z,PyPI,1.0,HIGH
2019-10-10T19:31:31Z,Packagist,1.0,MODERATE
2019-10-07T16:52:13Z,RubyGems,1.0,LOW
2019-10-17T18:27:30Z,npm,1.0,CRITICAL
2019-10-22T20:19:54Z,npm,1.0,CRITICAL
2019-10-16T18:31:17Z,Maven,1.0,CRITICAL
2019-10-24T20:56:12Z,NuGet,1.0,HIGH
2019-10-25T19:41:24Z,npm,1.0,MODERATE
2019-10-11T18:41:59Z,Maven,1.0,MODERATE
2019-10-11T18:41:50Z,Maven,1.0,MODERATE
2019-10-11T18:41:08Z,Maven,1.0,HIGH
2019-10-11T18:41:23Z,Maven,1.0,HIGH
2019-10-14T21:23:26Z,Packagist,1.0,MODERATE
2019-10-07T16:54:24Z,npm,1.0,LOW
2019-10-21T16:08:43Z,Maven,1.0,HIGH
2019-10-11T18:28:07Z,PyPI,1.0,HIGH
2019-10-23T14:14:32Z,Maven,1.0,HIGH
2019-10-17T18:15:16Z,Maven,1.0,MODERATE
2019-10-15T20:06:16Z,npm,1.0,HIGH
2019-10-11T18:43:20Z,Packagist,1.0,MODERATE
2019-10-11T18:43:25Z,Packagist,1.0,HIGH
2019-10-25T19:42:50Z,Maven,1.0,MODERATE
2019-10-28T20:51:15Z,Maven,1.0,CRITICAL
2019-10-11T18:41:54Z,Maven,1.0,MODERATE
2019-10-14T21:12:08Z,Packagist,1.0,MODERATE
2019-10-11T18:43:06Z,Packagist,1.0,MODERATE
2019-10-21T16:12:13Z,npm,1.0,CRITICAL
2019-10-21T16:02:33Z,npm,1.0,MODERATE
2019-10-14T21:43:19Z,RubyGems,1.0,CRITICAL
2019-07-11T14:23:09Z,npm,1.0,MODERATE
2019-07-16T00:41:34Z,npm,0.0,HIGH
2019-07-05T21:10:52Z,PyPI,1.0,MODERATE
2019-07-02T15:28:38Z,RubyGems,1.0,HIGH
2019-07-02T15:43:41Z,PyPI,1.0,CRITICAL
2019-07-26T16:10:25Z,PyPI,1.0,HIGH
2019-07-16T00:52:10Z,PyPI,1.0,MODERATE
2019-07-18T13:19:22Z,RubyGems,1.0,HIGH
2019-07-26T16:09:47Z,Maven,1.0,CRITICAL
2019-07-19T16:13:07Z,npm,1.0,MODERATE
2019-07-05T21:08:20Z,NuGet,1.0,HIGH
2019-07-05T21:08:09Z,Maven,1.0,CRITICAL
2019-07-05T21:07:27Z,Maven,1.0,MODERATE
2019-07-05T21:07:40Z,Maven,1.0,HIGH
2019-07-08T20:32:35Z,RubyGems,,CRITICAL
2019-07-05T21:11:35Z,RubyGems,1.0,HIGH
2019-07-05T21:11:05Z,PyPI,1.0,HIGH
2019-07-19T16:12:46Z,PyPI,1.0,HIGH
2019-07-03T20:37:25Z,PyPI,1.0,MODERATE
2019-07-17T15:26:12Z,Maven,1.0,MODERATE
2019-07-15T19:46:01Z,npm,1.0,MODERATE
2019-07-05T21:08:16Z,NuGet,1.0,HIGH
2019-07-05T21:11:43Z,RubyGems,1.0,HIGH
2019-07-26T16:10:39Z,Maven,0.0,CRITICAL
2019-07-16T00:52:26Z,PyPI,1.0,MODERATE
2019-07-05T21:08:24Z,NuGet,1.0,HIGH
2019-07-31T04:21:19Z,RubyGems,,CRITICAL
2019-07-26T16:10:15Z,RubyGems,1.0,CRITICAL
2019-07-31T04:22:27Z,npm,0.0,HIGH
2019-07-16T00:41:55Z,RubyGems,,CRITICAL
2019-07-26T16:09:54Z,PyPI,0.0,CRITICAL
2019-07-17T19:14:18Z,NuGet,1.0,MODERATE
2019-07-05T21:12:54Z,Maven,1.0,CRITICAL
2019-07-05T21:08:36Z,NuGet,1.0,HIGH
2019-07-05T21:06:58Z,PyPI,1.0,HIGH
2019-07-16T00:42:27Z,RubyGems,1.0,MODERATE
2019-07-16T00:42:02Z,npm,1.0,MODERATE
2019-07-16T00:52:22Z,PyPI,1.0,MODERATE
2019-07-05T21:07:58Z,npm,1.0,MODERATE
2019-07-05T21:10:39Z,PyPI,1.0,HIGH
2019-07-05T21:11:26Z,PyPI,1.0,HIGH
2019-07-31T04:22:49Z,PyPI,1.0,MODERATE
2019-07-10T19:45:23Z,npm,1.0,CRITICAL
2019-07-05T21:07:14Z,npm,0.0,HIGH
2019-07-26T16:10:20Z,PyPI,1.0,HIGH
2019-07-26T16:10:06Z,NuGet,0.0,MODERATE
2019-07-31T04:21:27Z,RubyGems,,CRITICAL
2019-07-16T00:41:40Z,RubyGems,1.0,CRITICAL
2019-07-05T21:11:18Z,npm,1.0,MODERATE
2019-07-18T15:38:41Z,PyPI,0.0,HIGH
2019-07-22T14:53:58Z,PyPI,1.0,HIGH
2019-07-31T04:22:15Z,npm,1.0,HIGH
2019-07-31T04:22:36Z,npm,0.0,HIGH
2019-07-05T21:11:13Z,NuGet,0.0,CRITICAL
2019-07-26T16:10:28Z,PyPI,1.0,CRITICAL
2019-07-30T20:47:25Z,PyPI,1.0,HIGH
2019-07-31T04:22:03Z,RubyGems,1.0,HIGH
2019-07-16T17:42:21Z,Maven,1.0,CRITICAL
2019-09-30T19:31:59Z,npm,1.0,HIGH
2019-09-23T18:33:25Z,Maven,1.0,CRITICAL
2019-09-23T18:32:16Z,Maven,1.0,MODERATE
2019-09-11T23:04:57Z,Maven,1.0,HIGH
2019-09-11T23:05:57Z,RubyGems,1.0,CRITICAL
2019-09-23T18:32:27Z,Maven,1.0,HIGH
2019-09-23T18:33:07Z,RubyGems,0.0,MODERATE
2019-09-17T23:21:34Z,npm,1.0,HIGH
2019-09-23T18:33:45Z,Maven,1.0,CRITICAL
2019-09-11T23:01:57Z,npm,0.0,LOW
2019-09-27T20:01:00Z,RubyGems,1.0,CRITICAL
2019-09-11T23:03:57Z,npm,1.0,MODERATE
2019-09-11T23:08:57Z,Maven,1.0,MODERATE
2019-09-16T22:24:02Z,npm,0.0,CRITICAL
2019-09-17T22:47:11Z,Maven,1.0,MODERATE
2019-09-13T13:22:33Z,npm,1.0,LOW
2019-09-23T18:33:18Z,Maven,0.0,MODERATE
2019-09-11T22:57:57Z,PyPI,0.0,HIGH
2019-09-30T19:42:28Z,NuGet,1.0,HIGH
2019-09-11T23:07:57Z,npm,1.0,LOW
2019-09-23T18:32:02Z,Packagist,1.0,CRITICAL
2019-09-30T16:05:32Z,RubyGems,1.0,MODERATE
2019-09-23T18:32:54Z,npm,1.0,MODERATE
2019-09-13T21:33:25Z,npm,1.0,CRITICAL
2019-09-04T10:02:50Z,npm,1.0,MODERATE
2019-09-23T18:31:05Z,npm,1.0,HIGH
2019-09-11T23:02:57Z,npm,1.0,MODERATE
2019-09-11T22:59:57Z,NuGet,1.0,MODERATE
2019-09-11T23:00:57Z,npm,1.0,HIGH
2019-09-30T19:41:15Z,RubyGems,1.0,CRITICAL
2019-09-04T10:02:14Z,npm,0.0,CRITICAL
2019-09-13T13:25:47Z,NuGet,1.0,HIGH
2019-09-17T22:47:47Z,Packagist,1.0,MODERATE
2019-09-11T23:06:57Z,RubyGems,1.0,HIGH
2019-09-23T18:32:42Z,npm,1.0,MODERATE
2019-08-23T00:05:00Z,npm,,MODERATE
2019-08-26T16:59:56Z,npm,1.0,CRITICAL
2019-08-06T01:43:29Z,PyPI,1.0,HIGH
2019-08-19T19:27:23Z,RubyGems,1.0,HIGH
2019-08-20T14:29:03Z,RubyGems,1.0,CRITICAL
2019-08-01T19:17:35Z,Maven,1.0,HIGH
2019-08-08T15:18:22Z,Maven,1.0,HIGH
2019-08-01T19:17:45Z,Maven,1.0,MODERATE
2019-08-23T21:42:18Z,npm,1.0,HIGH
2019-08-21T16:15:13Z,npm,1.0,HIGH
2019-08-06T01:43:35Z,Maven,1.0,HIGH
2019-08-06T01:43:38Z,Maven,1.0,MODERATE
2019-08-01T19:18:06Z,Maven,1.0,HIGH
2019-08-27T17:44:33Z,PyPI,1.0,HIGH
2019-08-27T17:41:33Z,Maven,1.0,MODERATE
2019-08-16T14:00:34Z,PyPI,1.0,CRITICAL
2019-08-16T14:02:35Z,PyPI,1.0,HIGH
2019-08-23T00:04:48Z,npm,1.0,MODERATE
2019-08-19T23:45:47Z,PyPI,1.0,CRITICAL
2019-08-27T17:43:33Z,npm,1.0,CRITICAL
2019-08-27T17:40:33Z,Maven,1.0,MODERATE
2019-08-21T16:15:33Z,PyPI,1.0,MODERATE
2019-08-27T17:45:33Z,npm,1.0,CRITICAL
2019-08-21T16:15:04Z,RubyGems,1.0,MODERATE
2019-08-27T17:42:33Z,npm,1.0,CRITICAL
2019-08-16T14:03:35Z,NuGet,1.0,HIGH
2019-08-23T00:04:56Z,NuGet,1.0,HIGH
2019-08-06T01:43:33Z,PyPI,1.0,HIGH
2019-08-06T01:43:40Z,Maven,1.0,HIGH
2019-08-23T00:05:03Z,npm,,MODERATE
2019-08-01T19:18:16Z,Maven,1.0,HIGH
2019-08-21T16:15:24Z,PyPI,1.0,HIGH
2019-08-01T19:17:53Z,Maven,1.0,CRITICAL
2019-08-01T19:18:00Z,Maven,1.0,CRITICAL
2019-08-23T00:04:52Z,npm,1.0,CRITICAL
2019-08-26T16:59:45Z,npm,1.0,HIGH
2019-08-16T14:01:35Z,Maven,1.0,MODERATE
2019-08-23T21:42:20Z,npm,1.0,HIGH
2019-08-27T17:39:33Z,PyPI,1.0,MODERATE
2019-08-27T17:38:33Z,npm,1.0,MODERATE
2019-08-06T01:43:31Z,PyPI,1.0,HIGH
2019-08-23T21:53:51Z,PyPI,1.0,HIGH
2019-08-27T17:36:32Z,npm,1.0,MODERATE
2019-08-27T17:37:33Z,Maven,1.0,MODERATE
2019-08-23T21:42:22Z,npm,1.0,MODERATE
2019-01-25T16:19:01Z,PyPI,1.0,HIGH
