published,ecosystem,fixed,severity
2021-10-12T16:31:12Z,Packagist,1.0,MODERATE
2021-10-06T17:47:35Z,Go,1.0,HIGH
2021-10-12T16:26:37Z,npm,1.0,CRITICAL
2021-10-12T18:41:16Z,Go,0.0,HIGH
2021-10-12T16:31:22Z,PyPI,1.0,HIGH
2021-10-26T14:55:12Z,npm,1.0,MODERATE
2021-10-12T16:31:43Z,PyPI,1.0,CRITICAL
2021-10-12T22:01:16Z,PyPI,1.0,HIGH
2021-10-12T16:28:25Z,Packagist,1.0,HIGH
2021-10-25T19:43:39Z,Packagist,1.0,MODERATE
2021-10-25T19:42:57Z,Go,1.0,MODERATE
2021-10-18T19:44:06Z,npm,0.0,HIGH
2021-10-22T20:38:14Z,npm,1.0,CRITICAL
2021-10-21T17:49:30Z,npm,1.0,HIGH
2021-10-06T17:47:53Z,PyPI,0.0,MODERATE
2021-10-13T18:53:38Z,crates.io,0.0,MODERATE
2021-10-21T17:48:41Z,Packagist,1.0,MODERATE
2021-10-13T15:33:20Z,npm,1.0,CRITICAL
2021-10-22T16:21:07Z,PyPI,1.0,HIGH
2021-10-14T21:19:23Z,PyPI,1.0,CRITICAL
2021-10-12T16:06:30Z,Go,1.0,LOW
2021-10-12T16:31:59Z,PyPI,1.0,MODERATE
2021-10-12T22:33:59Z,RubyGems,1.0,CRITICAL
2021-10-19T15:28:03Z,npm,1.0,MODERATE
2021-10-13T18:55:04Z,Go,1.0,MODERATE
2021-10-12T22:03:09Z,PyPI,1.0,MODERATE
2021-10-06T17:47:46Z,npm,0.0,MODERATE
2021-10-12T16:39:01Z,Go,1.0,MODERATE
2021-10-26T14:55:02Z,npm,1.0,MODERATE
2021-10-05T17:53:20Z,PyPI,1.0,HIGH
2021-10-12T16:30:37Z,PyPI,1.0,HIGH
2021-10-06T17:48:38Z,Maven,1.0,MODERATE
2021-10-04T20:13:55Z,Packagist,1.0,MODERATE
2021-10-12T22:09:31Z,PyPI,1.0,HIGH
2021-10-04T20:12:45Z,Packagist,1.0,HIGH
2021-10-21T17:48:55Z,Packagist,1.0,MODERATE
2021-10-12T22:22:58Z,PyPI,1.0,MODERATE
2021-10-12T22:02:04Z,PyPI,1.0,HIGH
2021-10-22T16:20:10Z,PyPI,1.0,HIGH
2021-10-12T16:29:13Z,Packagist,1.0,CRITICAL
2021-10-05T17:53:29Z,PyPI,1.0,MODERATE
2021-10-06T17:46:22Z,PyPI,1.0,MODERATE
2021-10-12T22:22:17Z,PyPI,0.0,HIGH
2021-10-12T16:01:12Z,PyPI,1.0,HIGH
2021-10-05T20:23:35Z,Packagist,1.0,MODERATE
2021-10-12T22:01:44Z,PyPI,1.0,HIGH
2021-10-12T22:00:08Z,PyPI,1.0,HIGH
2021-10-12T16:27:35Z,npm,0.0,CRITICAL
2021-10-13T18:54:50Z,Maven,1.0,MODERATE
2021-10-27T18:53:48Z,PyPI,1.0,CRITICAL
2021-10-12T22:00:41Z,PyPI,1.0,HIGH
2021-10-15T18:51:34Z,Maven,1.0,HIGH
2021-10-12T22:21:43Z,PyPI,1.0,HIGH
2021-10-21T17:49:08Z,Packagist,1.0,MODERATE
2021-10-22T16:19:13Z,PyPI,1.0,HIGH
2021-10-12T22:03:32Z,PyPI,1.0,HIGH
2021-10-28T23:14:14Z,Packagist,0.0,LOW
2021-10-12T16:40:28Z,Packagist,1.0,MODERATE
2021-10-12T18:49:23Z,Packagist,1.0,MODERATE
2021-10-19T20:14:36Z,PyPI,1.0,HIGH
2021-10-27T18:53:03Z,NuGet,1.0,MODERATE
2021-10-06T17:47:05Z,npm,0.0,MODERATE
2021-10-12T16:22:30Z,npm,1.0,MODERATE
2021-10-06T17:46:40Z,Packagist,1.0,HIGH
2021-10-21T17:49:59Z,PyPI,1.0,HIGH
2021-10-06T17:49:11Z,Packagist,1.0,HIGH
2021-10-21T17:46:57Z,Go,1.0,MODERATE
2021-10-12T16:22:04Z,npm,1.0,MODERATE
2021-10-12T16:41:36Z,Maven,1.0,MODERATE
2021-10-22T16:20:53Z,Packagist,1.0,MODERATE
2021-10-12T22:00:31Z,PyPI,1.0,MODERATE
2021-10-19T20:16:26Z,crates.io,1.0,HIGH
2021-10-12T22:07:14Z,PyPI,1.0,HIGH
2021-10-06T17:48:27Z,RubyGems,1.0,CRITICAL
2021-10-04T20:11:03Z,PyPI,1.0,MODERATE
2021-10-12T22:03:23Z,PyPI,1.0,HIGH
2021-10-12T16:03:43Z,npm,0.0,HIGH
2021-10-22T16:24:02Z,Packagist,1.0,MODERATE
2021-10-04T20:14:47Z,Go,1.0,MODERATE
2021-10-12T16:27:18Z,npm,0.0,CRITICAL
2021-10-12T18:30:37Z,npm,0.0,CRITICAL
2021-10-05T17:53:11Z,PyPI,1.0,HIGH
2021-10-26T14:55:21Z,npm,1.0,MODERATE
2021-10-12T21:59:13Z,npm,1.0,MODERATE
2021-10-12T22:02:35Z,PyPI,1.0,HIGH
2021-10-12T22:02:21Z,PyPI,1.0,HIGH
2021-10-28T16:27:03Z,Go,1.0,MODERATE
2021-10-12T22:06:57Z,npm,1.0,CRITICAL
2021-10-12T22:23:13Z,PyPI,0.0,HIGH
2021-10-19T15:28:35Z,crates.io,1.0,HIGH
2021-10-25T19:43:24Z,Packagist,1.0,HIGH
2021-10-12T16:01:36Z,Packagist,1.0,MODERATE
2021-10-12T16:04:17Z,npm,1.0,HIGH
2021-10-12T22:02:45Z,PyPI,1.0,HIGH
2021-10-12T17:50:25Z,Maven,1.0,MODERATE
2021-10-05T20:24:49Z,npm,1.0,MODERATE
2021-10-12T22:02:51Z,PyPI,1.0,MODERATE
2021-10-19T20:15:30Z,Go,1.0,MODERATE
2021-10-19T15:28:57Z,PyPI,1.0,HIGH
2021-10-12T22:01:55Z,PyPI,1.0,HIGH
2021-10-04T20:14:13Z,Packagist,1.0,HIGH
2021-10-13T18:56:12Z,Maven,1.0,MODERATE
2021-10-12T22:00:51Z,PyPI,1.0,HIGH
2021-10-12T22:02:12Z,PyPI,1.0,HIGH
2021-10-05T17:53:59Z,PyPI,1.0,MODERATE
2021-10-12T22:01:08Z,PyPI,1.0,HIGH
2021-10-12T22:34:28Z,PyPI,0.0,MODERATE
2021-10-12T17:51:11Z,PyPI,1.0,MODERATE
2021-10-12T16:05:11Z,npm,1.0,LOW
2021-10-05T20:24:02Z,Go,1.0,HIGH
2021-10-12T17:49:25Z,NuGet,1.0,MODERATE
2021-10-21T17:49:18Z,Packagist,1.0,MODERATE
2021-10-12T16:30:58Z,Packagist,1.0,HIGH
2021-10-12T16:00:37Z,crates.io,1.0,MODERATE
2021-10-12T17:23:40Z,Maven,1.0,MODERATE
2021-10-12T18:41:59Z,Packagist,1.0,HIGH
2021-10-06T00:23:01Z,NuGet,1.0,HIGH
2021-10-21T17:50:44Z,npm,0.0,HIGH
2021-10-12T22:03:41Z,PyPI,1.0,MODERATE
2021-10-11T17:09:05Z,npm,1.0,HIGH
2021-10-13T15:34:09Z,npm,1.0,MODERATE
2021-10-13T18:54:09Z,Maven,1.0,MODERATE
2021-10-18T19:04:16Z,Packagist,1.0,HIGH
2021-07-26T21:20:38Z,Packagist,0.0,HIGH
2021-07-02T19:19:13Z,Maven,1.0,MODERATE
2021-07-28T18:57:27Z,NuGet,1.0,HIGH
2021-07-28T18:58:03Z,NuGet,1.0,HIGH
2021-07-12T17:03:27Z,crates.io,1.0,CRITICAL
2021-07-22T19:37:41Z,Packagist,1.0,MODERATE
2021-07-26T21:34:52Z,Packagist,1.0,MODERATE
2021-07-26T21:23:35Z,npm,0.0,CRITICAL
2021-07-19T15:21:41Z,npm,1.0,HIGH
2021-07-02T18:36:13Z,Maven,1.0,MODERATE
2021-07-20T17:33:28Z,npm,1.0,HIGH
2021-07-02T19:20:33Z,npm,1.0,MODERATE
2021-07-19T21:22:36Z,npm,1.0,MODERATE
2021-07-28T18:57:02Z,NuGet,1.0,HIGH
2021-07-26T21:41:22Z,Packagist,1.0,MODERATE
2021-07-26T21:16:28Z,Packagist,1.0,MODERATE
2021-07-26T21:34:58Z,Packagist,1.0,MODERATE
2021-07-26T21:22:13Z,Packagist,0.0,HIGH
2021-07-22T19:34:43Z,Packagist,1.0,MODERATE
2021-07-19T15:15:24Z,Maven,1.0,MODERATE
2021-07-22T19:43:16Z,npm,1.0,MODERATE
2021-07-12T16:55:37Z,crates.io,1.0,MODERATE
2021-07-02T18:36:01Z,RubyGems,1.0,HIGH
2021-07-02T18:36:41Z,Packagist,1.0,CRITICAL
2021-07-26T21:19:27Z,Go,0.0,HIGH
2021-07-02T18:36:31Z,Packagist,1.0,MODERATE
2021-07-19T21:21:03Z,Go,1.0,HIGH
2021-07-01T17:02:26Z,Maven,1.0,MODERATE
2021-07-28T18:57:39Z,NuGet,1.0,HIGH
2021-07-26T21:19:37Z,Go,1.0,HIGH
2021-07-01T17:00:04Z,Packagist,1.0,MODERATE
2021-07-12T16:53:00Z,Packagist,1.0,HIGH
2021-07-26T21:23:49Z,Go,1.0,HIGH
2021-07-19T15:19:09Z,Go,1.0,MODERATE
2021-07-26T21:21:43Z,npm,0.0,CRITICAL
2021-07-28T18:57:19Z,NuGet,1.0,HIGH
2021-07-28T17:57:09Z,PyPI,1.0,MODERATE
2021-07-28T18:58:22Z,NuGet,1.0,HIGH
2021-07-02T19:19:04Z,Maven,1.0,MODERATE
2021-07-26T21:17:45Z,Go,1.0,MODERATE
2021-07-01T17:02:13Z,Maven,1.0,MODERATE
2021-07-02T19:19:31Z,Maven,1.0,LOW
2021-07-27T19:02:56Z,Maven,0.0,HIGH
2021-07-28T18:56:52Z,NuGet,1.0,HIGH
2021-07-13T17:43:23Z,Maven,1.0,HIGH
2021-07-02T19:18:43Z,Packagist,1.0,HIGH
2021-07-02T18:33:02Z,Maven,1.0,MODERATE
2021-07-14T19:10:01Z,NuGet,1.0,HIGH
2021-07-01T17:00:32Z,Go,1.0,MODERATE
2021-07-28T18:57:11Z,NuGet,1.0,HIGH
2021-07-13T17:42:31Z,Packagist,1.0,HIGH
2021-07-28T17:57:57Z,Go,1.0,MODERATE
2021-07-26T21:23:58Z,npm,0.0,MODERATE
2021-07-01T17:01:59Z,npm,1.0,HIGH
2021-07-22T19:36:58Z,Packagist,1.0,MODERATE
2021-07-28T18:57:47Z,NuGet,1.0,HIGH
2021-07-02T18:37:31Z,PyPI,0.0,HIGH
2021-07-01T17:02:38Z,Maven,1.0,HIGH
2021-07-02T18:33:34Z,Maven,1.0,HIGH
2021-07-19T21:21:12Z,Go,1.0,HIGH
2021-07-28T18:57:55Z,NuGet,1.0,HIGH
2021-07-26T21:15:08Z,Maven,1.0,HIGH
2021-07-22T19:47:15Z,Maven,1.0,MODERATE
2021-07-12T16:54:20Z,crates.io,1.0,LOW
2021-07-22T19:48:13Z,Maven,1.0,MODERATE
2021-07-28T18:58:14Z,NuGet,1.0,HIGH
2021-07-02T18:32:18Z,Packagist,1.0,MODERATE
2021-07-28T17:57:46Z,Go,1.0,HIGH
2021-07-01T17:01:16Z,Maven,1.0,CRITICAL
2021-07-22T19:48:17Z,Maven,1.0,MODERATE
2021-07-28T17:52:45Z,Packagist,1.0,HIGH
2021-07-26T21:24:09Z,npm,0.0,CRITICAL
2021-07-19T21:21:33Z,Packagist,1.0,MODERATE
2021-09-01T18:36:24Z,Packagist,1.0,HIGH
2021-09-29T17:11:28Z,npm,1.0,MODERATE
2021-09-20T19:53:30Z,PyPI,1.0,HIGH
2021-09-14T20:25:35Z,PyPI,1.0,HIGH
2021-09-08T17:26:26Z,Packagist,1.0,HIGH
2021-09-20T20:18:39Z,npm,1.0,HIGH
2021-09-20T23:18:54Z,Maven,0.0,HIGH
2021-09-07T23:09:24Z,Go,1.0,MODERATE
2021-09-20T19:53:42Z,NuGet,1.0,MODERATE
2021-09-21T18:28:21Z,Go,0.0,MODERATE
2021-09-09T17:08:55Z,Packagist,1.0,MODERATE
2021-09-07T23:02:18Z,Go,1.0,HIGH
2021-09-07T22:57:58Z,npm,1.0,CRITICAL
2021-09-20T20:12:38Z,npm,1.0,HIGH
2021-09-02T17:16:56Z,Packagist,1.0,HIGH
2021-09-20T19:53:15Z,npm,1.0,MODERATE
2021-09-20T23:18:41Z,Maven,1.0,HIGH
2021-09-01T18:30:40Z,crates.io,1.0,HIGH
2021-09-20T20:42:41Z,npm,1.0,MODERATE
2021-09-02T17:17:37Z,npm,1.0,CRITICAL
2021-09-07T23:08:54Z,npm,1.0,MODERATE
2021-09-30T20:50:21Z,Maven,1.0,MODERATE
2021-09-20T20:42:52Z,Packagist,1.0,MODERATE
2021-09-01T18:36:44Z,Packagist,1.0,MODERATE
2021-09-02T17:07:48Z,Packagist,1.0,MODERATE
2021-09-02T17:10:52Z,Packagist,0.0,HIGH
2021-09-01T18:35:26Z,Packagist,1.0,MODERATE
2021-09-27T20:12:16Z,npm,1.0,HIGH
2021-09-29T17:14:53Z,PyPI,1.0,HIGH
2021-09-20T20:42:06Z,npm,1.0,HIGH
2021-09-02T17:09:40Z,npm,0.0,HIGH
2021-09-08T20:14:14Z,Maven,1.0,CRITICAL
2021-09-02T22:05:26Z,NuGet,0.0,HIGH
2021-09-02T22:02:25Z,npm,1.0,CRITICAL
2021-09-01T18:40:48Z,Packagist,1.0,HIGH
2021-09-27T20:17:39Z,Go,1.0,MODERATE
2021-09-10T17:54:25Z,Go,1.0,HIGH
2021-09-07T22:56:43Z,Maven,1.0,HIGH
2021-09-08T18:00:47Z,Packagist,1.0,HIGH
2021-09-20T20:22:05Z,Maven,1.0,HIGH
2021-09-01T18:31:45Z,Packagist,0.0,MODERATE
2021-09-01T18:31:53Z,npm,1.0,MODERATE
2021-09-08T17:25:36Z,Packagist,0.0,MODERATE
2021-09-20T20:44:48Z,npm,1.0,MODERATE
2021-09-23T23:16:38Z,PyPI,1.0,HIGH
2021-09-08T17:27:07Z,Packagist,1.0,LOW
2021-09-20T20:09:59Z,npm,1.0,HIGH
2021-09-28T16:16:52Z,Maven,1.0,HIGH
2021-09-29T17:12:51Z,Packagist,1.0,MODERATE
2021-09-22T18:22:02Z,npm,0.0,MODERATE
2021-09-15T20:23:17Z,npm,1.0,CRITICAL
2021-09-09T17:11:21Z,Maven,1.0,HIGH
2021-09-01T18:40:56Z,Packagist,1.0,MODERATE
2021-09-02T17:11:00Z,Packagist,0.0,HIGH
2021-09-14T20:24:18Z,npm,1.0,MODERATE
2021-09-01T18:31:23Z,Packagist,0.0,MODERATE
2021-09-08T15:41:15Z,PyPI,1.0,HIGH
2021-09-20T20:45:44Z,Maven,1.0,HIGH
2021-09-22T17:34:49Z,PyPI,1.0,CRITICAL
2021-09-02T17:17:16Z,Go,1.0,HIGH
2021-09-07T22:56:56Z,Maven,1.0,HIGH
2021-09-02T22:01:01Z,npm,0.0,HIGH
2021-09-01T18:25:27Z,PyPI,1.0,LOW
2021-09-02T17:10:06Z,npm,1.0,HIGH
2021-09-01T18:24:05Z,npm,1.0,HIGH
2021-09-20T20:27:52Z,npm,1.0,MODERATE
2021-09-08T17:27:45Z,Packagist,0.0,CRITICAL
2021-09-13T20:06:38Z,Maven,1.0,CRITICAL
2021-09-01T18:27:12Z,Packagist,0.0,CRITICAL
2021-09-02T16:51:14Z,npm,1.0,HIGH
2021-09-13T20:05:09Z,RubyGems,1.0,HIGH
2021-09-01T18:36:01Z,npm,0.0,CRITICAL
2021-09-13T20:05:39Z,PyPI,1.0,HIGH
2021-09-20T20:45:03Z,Maven,0.0,HIGH
2021-09-09T17:08:46Z,Packagist,1.0,CRITICAL
2021-09-13T20:06:14Z,PyPI,1.0,MODERATE
2021-09-10T17:54:37Z,Maven,1.0,CRITICAL
2021-09-20T20:43:15Z,Packagist,0.0,MODERATE
2021-09-07T23:10:56Z,npm,1.0,CRITICAL
2021-09-02T17:10:42Z,npm,0.0,MODERATE
2021-09-07T23:07:56Z,npm,1.0,CRITICAL
2021-09-22T20:36:46Z,npm,1.0,MODERATE
2021-09-29T17:12:37Z,Packagist,1.0,MODERATE
2021-09-29T17:18:32Z,npm,1.0,MODERATE
2021-09-30T17:11:11Z,Packagist,0.0,CRITICAL
2021-09-29T17:16:07Z,Packagist,1.0,CRITICAL
2021-09-08T18:00:20Z,Packagist,1.0,MODERATE
2021-09-01T18:27:01Z,Maven,1.0,MODERATE
2021-09-13T20:09:36Z,npm,1.0,HIGH
2021-09-20T19:53:55Z,Packagist,1.0,MODERATE
2021-09-08T17:59:46Z,Packagist,1.0,MODERATE
2021-09-23T23:18:03Z,crates.io,1.0,CRITICAL
2021-09-01T18:32:02Z,Go,0.0,CRITICAL
2021-09-02T22:00:09Z,Go,1.0,HIGH
2021-09-24T15:42:21Z,npm,0.0,CRITICAL
2021-09-08T18:00:40Z,Packagist,1.0,MODERATE
2021-09-07T23:08:40Z,Maven,1.0,MODERATE
2021-09-08T17:27:16Z,Packagist,1.0,HIGH
2021-09-07T23:04:04Z,Maven,1.0,HIGH
2021-09-29T17:09:14Z,PyPI,1.0,HIGH
2021-09-02T22:00:20Z,npm,1.0,MODERATE
2021-09-01T18:24:22Z,npm,1.0,HIGH
2021-09-29T17:09:40Z,Packagist,1.0,MODERATE
2021-09-15T20:23:28Z,NuGet,1.0,HIGH
2021-09-02T17:15:24Z,npm,1.0,HIGH
2021-09-02T22:00:40Z,Go,1.0,MODERATE
2021-09-01T18:21:55Z,Packagist,1.0,HIGH
2021-09-01T18:23:02Z,npm,1.0,HIGH
2021-09-23T23:14:28Z,PyPI,0.0,HIGH
2021-09-02T17:16:46Z,npm,0.0,MODERATE
2021-09-22T20:36:34Z,npm,1.0,MODERATE
2021-09-20T20:45:21Z,Maven,0.0,HIGH
2021-09-01T18:25:44Z,PyPI,1.0,LOW
2021-09-07T23:09:43Z,npm,1.0,CRITICAL
2021-09-10T17:56:06Z,PyPI,1.0,HIGH
2021-09-13T20:06:31Z,Maven,1.0,CRITICAL
2021-09-22T20:37:09Z,Go,1.0,MODERATE
2021-09-21T16:50:46Z,npm,1.0,HIGH
2021-09-23T23:17:33Z,Go,1.0,MODERATE
2021-09-22T18:40:57Z,npm,1.0,MODERATE
2021-09-01T18:37:01Z,PyPI,1.0,MODERATE
2021-09-01T18:30:35Z,crates.io,1.0,CRITICAL
2021-09-01T18:53:15Z,RubyGems,1.0,HIGH
2021-09-29T17:12:19Z,npm,1.0,MODERATE
2021-09-02T21:59:50Z,Go,0.0,MODERATE
2021-09-08T18:00:32Z,Packagist,1.0,CRITICAL
2021-09-07T23:08:24Z,RubyGems,1.0,MODERATE
2021-09-01T18:40:31Z,Packagist,1.0,HIGH
2021-09-08T20:14:38Z,Go,1.0,HIGH
2021-09-02T17:08:20Z,npm,0.0,LOW
2021-09-20T20:20:09Z,npm,1.0,HIGH
2021-09-01T18:40:40Z,Packagist,1.0,HIGH
2021-09-07T23:08:10Z,PyPI,1.0,HIGH
2021-09-21T18:41:59Z,npm,0.0,CRITICAL
2021-09-20T20:57:02Z,PyPI,1.0,HIGH
2021-09-20T20:43:24Z,Maven,1.0,MODERATE
2021-09-02T17:17:25Z,npm,1.0,HIGH
2021-09-02T17:16:28Z,Packagist,1.0,HIGH
2021-09-08T20:14:56Z,Go,1.0,MODERATE
2021-09-30T17:09:47Z,npm,1.0,HIGH
2021-09-15T20:22:13Z,npm,1.0,CRITICAL
2021-09-22T20:35:08Z,npm,1.0,MODERATE
2021-09-20T20:42:25Z,npm,1.0,MODERATE
2021-09-01T18:36:51Z,Packagist,1.0,MODERATE
2021-09-07T22:55:56Z,Maven,1.0,MODERATE
2021-09-08T18:00:00Z,Packagist,1.0,MODERATE
2021-09-21T18:28:30Z,Go,0.0,LOW
2021-09-01T18:35:34Z,Packagist,1.0,HIGH
2021-09-09T17:10:35Z,PyPI,0.0,HIGH
2021-09-02T17:15:42Z,npm,1.0,MODERATE
2021-09-01T18:32:22Z,npm,0.0,MODERATE
2021-09-30T17:10:14Z,Packagist,1.0,CRITICAL
2021-09-10T17:54:13Z,Go,1.0,HIGH
2021-09-30T17:13:02Z,Packagist,0.0,MODERATE
2021-09-01T18:22:48Z,crates.io,0.0,MODERATE
2021-09-23T23:11:06Z,Go,1.0,MODERATE
2021-09-27T20:12:47Z,RubyGems,1.0,HIGH
2021-09-01T18:30:44Z,crates.io,1.0,CRITICAL
2021-09-30T17:12:56Z,Packagist,0.0,MODERATE
2021-09-02T17:16:06Z,Packagist,1.0,HIGH
2021-09-02T22:00:01Z,Go,1.0,MODERATE
2021-09-14T20:25:13Z,Packagist,1.0,HIGH
2021-09-14T20:24:44Z,Packagist,1.0,HIGH
2021-09-20T19:52:41Z,npm,1.0,MODERATE
2021-09-09T17:11:11Z,Packagist,1.0,MODERATE
2021-09-07T22:57:14Z,npm,1.0,HIGH
2021-09-02T17:11:13Z,PyPI,1.0,HIGH
2021-09-30T17:10:46Z,npm,1.0,HIGH
2021-09-29T17:09:23Z,Packagist,1.0,HIGH
2021-09-13T20:05:51Z,PyPI,0.0,HIGH
2021-09-23T23:18:42Z,npm,1.0,MODERATE
2021-09-01T18:23:58Z,Maven,1.0,HIGH
2021-09-27T20:13:25Z,Maven,1.0,MODERATE
2021-09-01T18:35:52Z,Go,1.0,HIGH
2021-09-01T18:37:11Z,npm,1.0,MODERATE
2021-09-02T17:09:05Z,npm,1.0,MODERATE
2021-09-30T20:50:07Z,PyPI,1.0,HIGH
2021-09-02T17:16:18Z,PyPI,1.0,MODERATE
2021-09-20T19:52:24Z,npm,1.0,HIGH
2021-09-08T21:11:14Z,PyPI,1.0,HIGH
2021-09-01T18:22:09Z,Packagist,1.0,HIGH
2021-09-01T18:31:36Z,Packagist,1.0,HIGH
2021-09-01T18:26:48Z,Maven,1.0,HIGH
2021-09-22T19:18:41Z,Maven,1.0,HIGH
2021-09-02T17:17:06Z,Packagist,0.0,CRITICAL
2021-09-29T17:15:55Z,npm,1.0,MODERATE
2021-09-20T20:29:40Z,Maven,1.0,MODERATE
2021-09-22T20:39:26Z,npm,1.0,HIGH
2021-09-30T17:13:11Z,Packagist,0.0,HIGH
2021-09-01T18:30:55Z,crates.io,1.0,CRITICAL
2021-09-02T17:08:33Z,Packagist,1.0,HIGH
2021-09-10T17:56:23Z,Maven,1.0,CRITICAL
2021-09-09T17:11:31Z,Maven,1.0,HIGH
2021-09-20T19:54:05Z,crates.io,1.0,MODERATE
2021-09-20T20:47:31Z,npm,1.0,MODERATE
2021-09-23T23:17:07Z,NuGet,1.0,CRITICAL
2021-09-02T22:05:17Z,NuGet,0.0,HIGH
2021-09-08T17:42:18Z,Maven,1.0,HIGH
2021-09-08T20:14:24Z,Maven,1.0,HIGH
2021-09-01T18:41:06Z,Packagist,1.0,LOW
2021-09-02T16:52:18Z,Maven,1.0,CRITICAL
2021-09-20T20:46:43Z,npm,1.0,HIGH
2021-09-01T18:25:16Z,npm,1.0,HIGH
2021-09-20T19:54:16Z,crates.io,1.0,MODERATE
2021-09-01T18:36:15Z,Packagist,1.0,CRITICAL
2021-09-23T23:18:58Z,Maven,1.0,MODERATE
2021-09-10T17:54:01Z,Go,1.0,HIGH
2021-09-02T22:02:36Z,npm,1.0,HIGH
2021-09-02T17:09:30Z,npm,0.0,MODERATE
2021-09-08T20:14:48Z,Go,1.0,HIGH
2021-09-07T22:54:23Z,Packagist,1.0,HIGH
2021-09-13T20:16:54Z,npm,1.0,MODERATE
2021-09-20T20:18:11Z,Maven,1.0,MODERATE
2021-09-01T18:37:24Z,PyPI,1.0,CRITICAL
2021-09-20T20:45:35Z,Packagist,1.0,HIGH
2021-09-20T19:54:26Z,crates.io,1.0,MODERATE
2021-09-01T18:31:29Z,Maven,1.0,CRITICAL
2021-08-25T20:54:14Z,crates.io,1.0,HIGH
2021-08-05T17:07:39Z,npm,1.0,MODERATE
2021-08-25T21:00:25Z,crates.io,1.0,MODERATE
2021-08-25T20:57:17Z,crates.io,0.0,HIGH
2021-08-25T14:39:17Z,PyPI,1.0,MODERATE
2021-08-30T16:11:33Z,Packagist,1.0,HIGH
2021-08-11T15:19:23Z,PyPI,1.0,HIGH
2021-08-30T17:22:57Z,Packagist,1.0,HIGH
2021-08-25T14:42:52Z,PyPI,1.0,HIGH
2021-08-30T16:23:26Z,PyPI,0.0,MODERATE
2021-08-10T16:09:25Z,npm,0.0,MODERATE
2021-08-25T20:54:04Z,crates.io,0.0,HIGH
2021-08-25T20:48:47Z,crates.io,0.0,HIGH
2021-08-25T20:55:04Z,crates.io,0.0,HIGH
2021-08-25T20:43:13Z,crates.io,1.0,HIGH
2021-08-25T20:45:51Z,crates.io,1.0,HIGH
2021-08-30T16:25:18Z,PyPI,0.0,CRITICAL
2021-08-25T20:59:11Z,crates.io,0.0,HIGH
2021-08-23T19:42:05Z,Packagist,1.0,MODERATE
2021-08-25T21:00:03Z,crates.io,0.0,MODERATE
2021-08-25T20:43:21Z,crates.io,1.0,CRITICAL
2021-08-25T20:48:07Z,crates.io,1.0,HIGH
2021-08-30T16:17:06Z,PyPI,1.0,CRITICAL
2021-08-25T20:52:03Z,crates.io,1.0,CRITICAL
2021-08-23T19:40:57Z,npm,1.0,MODERATE
2021-08-25T21:00:43Z,crates.io,0.0,MODERATE
2021-08-25T20:58:15Z,crates.io,1.0,CRITICAL
2021-08-25T21:01:23Z,crates.io,1.0,HIGH
2021-08-25T20:54:20Z,crates.io,1.0,HIGH
2021-08-25T20:58:58Z,crates.io,1.0,HIGH
2021-08-10T16:07:08Z,npm,1.0,MODERATE
2021-08-02T16:55:53Z,Maven,1.0,HIGH
2021-08-09T20:42:13Z,NuGet,1.0,HIGH
2021-08-02T17:29:01Z,NuGet,1.0,HIGH
2021-08-25T20:44:53Z,crates.io,1.0,CRITICAL
2021-08-25T20:59:13Z,crates.io,0.0,HIGH
2021-08-25T14:38:57Z,PyPI,1.0,MODERATE
2021-08-25T20:56:05Z,crates.io,0.0,MODERATE
2021-08-25T21:01:39Z,crates.io,1.0,HIGH
2021-08-25T20:53:53Z,crates.io,1.0,HIGH
2021-08-25T20:59:24Z,crates.io,0.0,MODERATE
2021-08-31T16:05:27Z,npm,1.0,HIGH
2021-08-25T20:51:47Z,crates.io,0.0,MODERATE
2021-08-25T20:58:50Z,crates.io,1.0,HIGH
2021-08-25T14:45:52Z,npm,1.0,HIGH
2021-08-13T15:21:14Z,Maven,1.0,MODERATE
2021-08-25T21:01:33Z,crates.io,1.0,HIGH
2021-08-30T16:13:40Z,Packagist,1.0,MODERATE
2021-08-30T16:18:59Z,Packagist,1.0,HIGH
2021-08-25T20:57:24Z,crates.io,0.0,HIGH
2021-08-30T16:16:38Z,Maven,1.0,MODERATE
2021-08-25T14:46:38Z,Maven,1.0,HIGH
2021-08-25T14:43:29Z,PyPI,1.0,HIGH
2021-08-25T20:51:42Z,crates.io,0.0,MODERATE
2021-08-25T20:47:01Z,crates.io,1.0,CRITICAL
2021-08-25T20:57:10Z,crates.io,1.0,HIGH
2021-08-13T15:21:24Z,Maven,1.0,MODERATE
2021-08-25T21:00:01Z,crates.io,1.0,MODERATE
2021-08-25T20:50:51Z,crates.io,1.0,HIGH
2021-08-25T14:41:44Z,PyPI,1.0,MODERATE
2021-08-25T20:42:59Z,crates.io,1.0,MODERATE
2021-08-30T17:22:38Z,Go,1.0,MODERATE
2021-08-02T17:11:41Z,Go,1.0,CRITICAL
2021-08-25T20:55:58Z,crates.io,1.0,CRITICAL
2021-08-02T17:23:39Z,RubyGems,1.0,MODERATE
2021-08-25T21:01:15Z,crates.io,1.0,CRITICAL
2021-08-25T20:53:22Z,crates.io,0.0,CRITICAL
2021-08-30T16:22:25Z,Packagist,0.0,MODERATE
2021-08-25T21:01:47Z,crates.io,1.0,HIGH
2021-08-25T20:48:12Z,crates.io,1.0,HIGH
